id,title,filtered_words_str,label
R166,New Report on Election,"side, law, little, thought., camera, newspaper, wind, performance, continue, could., land, strong, eat, would., experts, discuss, ongoing, developments, election.",REAL
F017,Immortal Jellyfish Confirmed by Sources,"thought, image, scientist, upon, land, poor., protect, although, whether, modern., station, stand, hand, low, live, expect, address., already, political, western, draw, late, never., —, shocking, claims, immortal, jellyfish, surface, internet.",FAKE
R008,New Report on Economic Growth,"economic, alone, figure, animal, address., speech, everybody, image, lose., central, financial, response, individual, surface, any., experts, discuss, ongoing, developments, economic, growth.",REAL
F071,Celebrity Scandal Confirmed by Sources,"get, staff, direction, many, firm, great., table, special, interest, until., —, shocking, claims, celebrity, scandal, surface, internet.",FAKE
F028,Mind Control Confirmed by Sources,"reason, think, heart, town, seek, data, teach., kind, future, lay, couple., probably., —, shocking, claims, mind, control, surface, internet.",FAKE
F227,Immortal Jellyfish Confirmed by Sources,"institution, far, thought, popular, professor., behind, way, continue, simple, international, role., defense, lawyer, physical, recognize, indeed., condition, smile, song, win, inside., —, shocking, claims, immortal, jellyfish, surface, internet.",FAKE
R200,New Report on Public Health,"resource, international, week, option., experts, discuss, ongoing, developments, public, health.",REAL
R225,New Report on Climate Change,"conference, follow, enter, officer, next, body, fund, draw., debate, near, inside, manager., class, foreign, second, series., experts, discuss, ongoing, developments, climate, change.",REAL
R062,New Report on Budget Report,"say, court, shoulder, six, federal, possible, that., student, lay, head, performance, note, argue, media, hotel., success, plant, paper, weight, simply., experts, discuss, ongoing, developments, budget, report.",REAL
F033,Hoax Confirmed by Sources,"political, main, country, ability, ok, time, environment., near, protect, challenge, organization., business, pm, hot, foreign., —, shocking, claims, hoax, surface, internet.",FAKE
F012,Hoax Confirmed by Sources,"religious, pattern, represent, task., wind, feel, left., late, financial, bit, staff., —, shocking, claims, hoax, surface, internet.",FAKE
R121,New Report on Research,"evidence, push, indicate, together, stuff., fine, nearly, pass., experts, discuss, ongoing, developments, research.",REAL
F210,Aliens Confirmed by Sources,"adult, figure, create, entire, everyone, drive, team., blue, wall, southern, car, general, better, stuff, quite., paper, consumer, several, realize, father, service, evidence., —, shocking, claims, aliens, surface, internet.",FAKE
F151,Hoax Confirmed by Sources,"common, minute, three, stand, democratic, why., —, shocking, claims, hoax, surface, internet.",FAKE
F099,Secret Cure Confirmed by Sources,"general, open, blood, gun, government., year, billion, adult, mission, million, network, notice, likely., —, shocking, claims, secret, cure, surface, internet.",FAKE
R090,New Report on Technology Breakthrough,"language, action, understand., system, standard, financial, quality., however, window, say, job, require, close, indicate, simple., pm, away, attorney, feel., experts, discuss, ongoing, developments, technology, breakthrough.",REAL
R125,New Report on Budget Report,"among, yeah, man, listen, deep, front, ever., level, front, building, nature., experts, discuss, ongoing, developments, budget, report.",REAL
R091,New Report on Climate Change,"finally, successful, ten, eat, physical, fill, fast., friend, dog, behavior, suddenly, cause, paper, culture, find., adult, wonder, past., experts, discuss, ongoing, developments, climate, change.",REAL
R157,New Report on Climate Change,"radio, sea, senior., across, difficult, far, ago., experts, discuss, ongoing, developments, climate, change.",REAL
F098,Miracle Drug Confirmed by Sources,"group, million, impact, federal, heart, last., affect, nothing, assume, establish, give, everyone, yourself., —, shocking, claims, miracle, drug, surface, internet.",FAKE
F164,Immortal Jellyfish Confirmed by Sources,"degree, father, increase, skin., check, level, party, purpose., —, shocking, claims, immortal, jellyfish, surface, internet.",FAKE
R050,New Report on Economic Growth,"cut, else, guess, mention, ahead, catch, assume., ask, deep, over., experts, discuss, ongoing, developments, economic, growth.",REAL
R249,New Report on Climate Change,"matter, week, think, knowledge, we., church, stage, door., attack, safe, present., experts, discuss, ongoing, developments, climate, change.",REAL
R093,New Report on Election,"leave, wait., image, begin, boy, indicate, offer, paper., experts, discuss, ongoing, developments, election.",REAL
R131,New Report on Education,"sure, financial, value, development., realize, language, get, understand, open., season, hope, lot, option, industry., experts, discuss, ongoing, developments, education.",REAL
F107,Flat Earth Confirmed by Sources,"enter, add, shoulder., save, song, prevent, marriage, say, forget., —, shocking, claims, flat, earth, surface, internet.",FAKE
F153,Hoax Confirmed by Sources,"executive, rate, military, people, clear, manage., organization, staff, say, able, main, someone, thousand, agreement., much, southern, according, run, sit, stage, born, place., —, shocking, claims, hoax, surface, internet.",FAKE
F091,Flat Earth Confirmed by Sources,"still, rather, century., far, example, color, nature, reduce., —, shocking, claims, flat, earth, surface, internet.",FAKE
R246,New Report on Economic Growth,"ask, sell, newspaper, indeed, foot, theory, man., mission, approach, argue, sound, site, talk, serve., spring, statement, team, language, western, play., party, concern, poor, bit, both., experts, discuss, ongoing, developments, economic, growth.",REAL
F004,Secret Cure Confirmed by Sources,"officer, way, phone, light, act, collection., street, brother, marriage., soon, population, admit., —, shocking, claims, secret, cure, surface, internet.",FAKE
F220,Celebrity Scandal Confirmed by Sources,"candidate, major, prevent, partner., fish, often, despite, admit., market, car, instead, little, watch, land., —, shocking, claims, celebrity, scandal, surface, internet.",FAKE
F121,Hoax Confirmed by Sources,"administration, reason, surface, wall, guess, price., trip, institution, measure, public., go, daughter, natural., —, shocking, claims, hoax, surface, internet.",FAKE
F245,Mind Control Confirmed by Sources,"wait, fund, report., real, woman, upon., —, shocking, claims, mind, control, surface, internet.",FAKE
R035,New Report on Climate Change,"mother, food, data, true, sport, plan, report., single, oil, tree, cup., interview, old, music, hundred, face., whole, section, thought., experts, discuss, ongoing, developments, climate, change.",REAL
R024,New Report on Education,"north, million, pay, school, determine, must, occur., kitchen, machine, no., experts, discuss, ongoing, developments, education.",REAL
F079,Miracle Drug Confirmed by Sources,"fly, require, everyone, inside., environment, among, build, agent, community, home., —, shocking, claims, miracle, drug, surface, internet.",FAKE
R094,New Report on Policy,"research, debate, free, support, according, power., finally, tend, believe., expect, heavy, member, field, stay., experts, discuss, ongoing, developments, policy.",REAL
R040,New Report on Policy,"begin, return, tough, sing, may., create, minute, black, see, should., experts, discuss, ongoing, developments, policy.",REAL
F170,Immortal Jellyfish Confirmed by Sources,"thought, modern, specific, must., nice, everybody, page, develop, image, believe, wait., decade, member, side, director., —, shocking, claims, immortal, jellyfish, surface, internet.",FAKE
F130,Immortal Jellyfish Confirmed by Sources,"leg, vote, avoid, task, support, region, field., radio, cup, new, measure, score, fund, including., —, shocking, claims, immortal, jellyfish, surface, internet.",FAKE
R085,New Report on Economic Growth,"scientist, fund, yard, source, bring., almost, decide, game, get, difference, the., experts, discuss, ongoing, developments, economic, growth.",REAL
R054,New Report on Budget Report,"improve, source, knowledge, receive., garden, language, past, voice, adult, professional., alone, condition, nice, job., experts, discuss, ongoing, developments, budget, report.",REAL
R047,New Report on Technology Breakthrough,"thus, security, television, teach, open, outside., guess, prevent, traditional, position., lay, poor, anything, hour, eye., experts, discuss, ongoing, developments, technology, breakthrough.",REAL
R199,New Report on Economic Growth,"practice, speak, agree, despite, appear, certainly, reflect, least., force, development, anyone, author, throw, reflect, real., give, discuss, recent, skin, weight., experts, discuss, ongoing, developments, economic, growth.",REAL
F062,Miracle Drug Confirmed by Sources,"truth, debate, executive., say, section, yard, heart, building, moment., —, shocking, claims, miracle, drug, surface, internet.",FAKE
R244,New Report on Technology Breakthrough,"interest, success, information, worry., brother, similar, onto, responsibility, successful, still, section., agent, blood, attention, serious., experts, discuss, ongoing, developments, technology, breakthrough.",REAL
R107,New Report on Election,"discover, light, yes., though, help, address, represent, school, state, record., either, direction, east, week, player, really, history., eye, agreement, also, matter, spring, actually., experts, discuss, ongoing, developments, election.",REAL
F148,Aliens Confirmed by Sources,"trip, value, office, together, information, movement., pass, fall, threat, attention, skill, tell, live., —, shocking, claims, aliens, surface, internet.",FAKE
F023,Mind Control Confirmed by Sources,"fill, along, reason, majority, republican., little, arrive., strategy, also, structure, political., —, shocking, claims, mind, control, surface, internet.",FAKE
R075,New Report on Budget Report,"audience, face, data, daughter, possible, effort., laugh, central, loss, phone, future., experts, discuss, ongoing, developments, budget, report.",REAL
R220,New Report on Public Health,"discussion, explain, season, food, official, heart, computer, describe., rest, thing, include, go, police, remain., ok, think, scene., experts, discuss, ongoing, developments, public, health.",REAL
R099,New Report on Economic Growth,"music, study, culture, usually, community., physical, director, color, recently., experts, discuss, ongoing, developments, economic, growth.",REAL
F066,Flat Earth Confirmed by Sources,"well, bill, film, wear., —, shocking, claims, flat, earth, surface, internet.",FAKE
F060,Flat Earth Confirmed by Sources,"process, detail, beat, hope, wonder., special, rock, half., nearly, skill, yet, else., —, shocking, claims, flat, earth, surface, internet.",FAKE
F022,Government Cover-Up Confirmed by Sources,"also, human, politics, capital, example., age, republican, woman, provide., week, audience, support, debate, west, effort., return, less, side, degree, house., —, shocking, claims, government, cover-up, surface, internet.",FAKE
F127,Mind Control Confirmed by Sources,"tough, already, likely, turn, many, without., —, shocking, claims, mind, control, surface, internet.",FAKE
R212,New Report on Education,"newspaper, yeah, phone, present, various, manager, store, interest., experts, discuss, ongoing, developments, education.",REAL
F119,Mind Control Confirmed by Sources,"common, mention, spend, almost, south., public, see, democratic, check, everybody, expert., —, shocking, claims, mind, control, surface, internet.",FAKE
F103,Hoax Confirmed by Sources,"end, create, check, hard, new, head, standard., enough, always, throughout, conference, organization., —, shocking, claims, hoax, surface, internet.",FAKE
F191,Mind Control Confirmed by Sources,"side, development, lawyer, street, doctor, movie, none., father, boy, model., recently, top, share, interesting., —, shocking, claims, mind, control, surface, internet.",FAKE
F002,Mind Control Confirmed by Sources,"trade, various, concern, million, soon, matter, ball, purpose., three, where., —, shocking, claims, mind, control, surface, internet.",FAKE
R155,New Report on Election,"suffer, happen, control, hit, individual, court, interview, maintain., paper, matter, toward, structure., test, account, however, form, water, newspaper., head, understand, travel, mean, court, fear, major., experts, discuss, ongoing, developments, election.",REAL
R006,New Report on Technology Breakthrough,"leg, sometimes, office, never, human., foreign, picture, big, state, moment, top., since, black, keep, box., response, interest, back, energy., experts, discuss, ongoing, developments, technology, breakthrough.",REAL
F086,Government Cover-Up Confirmed by Sources,"step, cost, last, peace., compare, draw, common, environment, senior., —, shocking, claims, government, cover-up, surface, internet.",FAKE
R168,New Report on Election,"hot, daughter, garden, throw, entire., put, door, public, base, theory, population, either., experts, discuss, ongoing, developments, election.",REAL
R077,New Report on Public Health,"west, stand, raise, easy, test, safe., artist, wide, doctor, pm, large, low, maintain., experts, discuss, ongoing, developments, public, health.",REAL
F209,Hoax Confirmed by Sources,"nation, ever, force, focus, movement, responsibility, area, card., item, yeah, sister., ground, occur, heart., —, shocking, claims, hoax, surface, internet.",FAKE
R236,New Report on Public Health,"customer, different, sense, scientist, management, blood, apply, either., bag, response, minute, lawyer, board., experts, discuss, ongoing, developments, public, health.",REAL
F186,Aliens Confirmed by Sources,"give, goal, force, team, quite., look, threat, kind, world, industry, itself., —, shocking, claims, aliens, surface, internet.",FAKE
R243,New Report on Public Health,"voice, home, doctor., lead, also, shoulder, avoid., drop, happy, financial, third, think., experts, discuss, ongoing, developments, public, health.",REAL
F094,Immortal Jellyfish Confirmed by Sources,"position, federal, base, size, ok., mrs, example, information, property, building., coach, stock, system., parent, society, management., —, shocking, claims, immortal, jellyfish, surface, internet.",FAKE
R032,New Report on Economic Growth,"possible, deep, continue., experts, discuss, ongoing, developments, economic, growth.",REAL
R033,New Report on Education,"require, world, campaign, small, occur., cold, like, behind, good., glass, water, food, series, hour, section, trade., experts, discuss, ongoing, developments, education.",REAL
R045,New Report on Technology Breakthrough,"beautiful, sea, black, sort., experts, discuss, ongoing, developments, technology, breakthrough.",REAL
R116,New Report on Education,"blue, tree, throw., win, conference, send, successful, certain., store, fact, feeling, drive., experts, discuss, ongoing, developments, education.",REAL
F056,Celebrity Scandal Confirmed by Sources,"phone, kitchen, stay, many, international, dog., somebody, issue, matter, opportunity, good., film, easy, price, ability, mention, beautiful, term, beyond., —, shocking, claims, celebrity, scandal, surface, internet.",FAKE
R043,New Report on Policy,"american, since, involve, little, debate, her., address, reduce., party, improve, table, little, wait., experts, discuss, ongoing, developments, policy.",REAL
R145,New Report on Economic Growth,"soon, end, produce, able, just., experts, discuss, ongoing, developments, economic, growth.",REAL
F200,Secret Cure Confirmed by Sources,"great, cost, image, area, enter, rock., economic, four, require, story, good., —, shocking, claims, secret, cure, surface, internet.",FAKE
F034,Celebrity Scandal Confirmed by Sources,"south, perform, suffer., white, society, foreign, listen, first, her., politics, hand, seek, public, brother, consider., —, shocking, claims, celebrity, scandal, surface, internet.",FAKE
F149,Secret Cure Confirmed by Sources,"century, effect, camera, throughout, middle, walk, participant., —, shocking, claims, secret, cure, surface, internet.",FAKE
F051,Secret Cure Confirmed by Sources,"charge, local, travel, matter, where., anyone, less, color, charge, character, congress., —, shocking, claims, secret, cure, surface, internet.",FAKE
F089,Flat Earth Confirmed by Sources,"social, weight, kid, author., able, who., hear, guy, blue, government, teach, picture., —, shocking, claims, flat, earth, surface, internet.",FAKE
F135,Flat Earth Confirmed by Sources,"time, likely, black., eight, today, term, truth., —, shocking, claims, flat, earth, surface, internet.",FAKE
F088,Government Cover-Up Confirmed by Sources,"first, everything, poor, end, board, sing, the., respond, worker, fight, ask., —, shocking, claims, government, cover-up, surface, internet.",FAKE
R010,New Report on Election,"change, society, surface, task., per, open, history., experts, discuss, ongoing, developments, election.",REAL
R211,New Report on Policy,"world, try, skill, window, attention, mention, focus., performance, page, former, picture, game., experts, discuss, ongoing, developments, policy.",REAL
F204,Miracle Drug Confirmed by Sources,"others, fact, knowledge, dream, take., event, meet, message, old, meeting, condition., —, shocking, claims, miracle, drug, surface, internet.",FAKE
F168,Miracle Drug Confirmed by Sources,"particular, tree, tree, way, cover., management, audience, agree, anyone, indeed, traditional, front., actually, alone, tonight, structure., —, shocking, claims, miracle, drug, surface, internet.",FAKE
R011,New Report on Public Health,"health, value, hour, protect., detail, toward, keep, save., clearly, ground, site, least., experts, discuss, ongoing, developments, public, health.",REAL
R232,New Report on Climate Change,"able, produce, baby, sit, speak., experts, discuss, ongoing, developments, climate, change.",REAL
R042,New Report on Public Health,"step, take, half, night, week., develop, energy, likely, generation, ability., experts, discuss, ongoing, developments, public, health.",REAL
F182,Hoax Confirmed by Sources,"table, industry, plant, yard., condition, throw, statement, modern, return, piece, live., —, shocking, claims, hoax, surface, internet.",FAKE
F036,Miracle Drug Confirmed by Sources,"behind, culture, store., store, forward, knowledge, site, meeting., take, seven, money, success, real., —, shocking, claims, miracle, drug, surface, internet.",FAKE
F068,Secret Cure Confirmed by Sources,"look, arm, cold, investment., study, letter, special, production, degree, add, smile., total, consider, series, increase., —, shocking, claims, secret, cure, surface, internet.",FAKE
R015,New Report on Election,"half, finally, remain, debate., picture, rule, product., experts, discuss, ongoing, developments, election.",REAL
R147,New Report on Climate Change,"yeah, thought, today, later, gas, fast, offer., guess, citizen, management, break, trouble, training, marriage., rich, research, industry, conference., experts, discuss, ongoing, developments, climate, change.",REAL
F198,Government Cover-Up Confirmed by Sources,"billion, every, sit., cause, government, get., —, shocking, claims, government, cover-up, surface, internet.",FAKE
R081,New Report on Climate Change,"seven, pull, watch, tree., market, eye, two, war, sister, shoulder, past., experts, discuss, ongoing, developments, climate, change.",REAL
F050,Aliens Confirmed by Sources,"however, meeting, employee, doctor., future, fly, accept, style, collection, letter, record., sure, already, wind, bring, result, back, customer, other., fast, page, likely, third, least, protect., —, shocking, claims, aliens, surface, internet.",FAKE
F162,Celebrity Scandal Confirmed by Sources,"evidence, risk, century, eye., try, pick, fund, toward, evidence, ever, large, must., edge, enough, lot, new, wonder, western., —, shocking, claims, celebrity, scandal, surface, internet.",FAKE
R028,New Report on Technology Breakthrough,"marriage, color, make, mother., medical, whatever, six, seat., experts, discuss, ongoing, developments, technology, breakthrough.",REAL
R195,New Report on Budget Report,"attorney, decision, toward, eight, appear, attack., sure, nice, foreign, sign, partner, board., experts, discuss, ongoing, developments, budget, report.",REAL
F116,Aliens Confirmed by Sources,"write, magazine, worker, operation, east, worry., pull, hotel, support, interest, interesting, piece., —, shocking, claims, aliens, surface, internet.",FAKE
R018,New Report on Research,"writer, design., morning, amount, center, result, success, step., economy, late, new, name., experts, discuss, ongoing, developments, research.",REAL
F073,Immortal Jellyfish Confirmed by Sources,"provide, indeed, real, lay, course, ahead, sell., light, blue, produce, price., foot, likely, dream., move, interest, thought, media., —, shocking, claims, immortal, jellyfish, surface, internet.",FAKE
F059,Miracle Drug Confirmed by Sources,"information, alone, long, yard., system, college, challenge, mother, difficult, country, serve., —, shocking, claims, miracle, drug, surface, internet.",FAKE
R078,New Report on Budget Report,"story, way, walk, tough, though, behind., spend, minute, none, interesting, reality., experts, discuss, ongoing, developments, budget, report.",REAL
F216,Secret Cure Confirmed by Sources,"certain, drive, seek, natural, air, loss., measure, couple, language, local., change, red, least., history, continue, factor, cell., —, shocking, claims, secret, cure, surface, internet.",FAKE
F206,Celebrity Scandal Confirmed by Sources,"season, attention, simple, mind, necessary, either, themselves., position, resource, sing, dog, must, like, rich, seem., movie, south, black., morning, throw, one, capital, western, degree., —, shocking, claims, celebrity, scandal, surface, internet.",FAKE
R036,New Report on Research,"clearly, range, rest, book, new, professional, unit., great, claim, real, sense, political, finish, heart, event., experts, discuss, ongoing, developments, research.",REAL
F104,Aliens Confirmed by Sources,"rule, like, food, think, military, test., mouth, news, hospital, yes, fly., —, shocking, claims, aliens, surface, internet.",FAKE
F000,Hoax Confirmed by Sources,"customer, necessary, shoulder, hold., near, show, today, west, foreign., foreign, oil, free, care, firm, food., —, shocking, claims, hoax, surface, internet.",FAKE
R136,New Report on Education,"free, effort, yes, current., relate, change, ball, television, later, age, glass., impact, cultural, produce, training, real., green, different, argue, administration., experts, discuss, ongoing, developments, education.",REAL
F019,Immortal Jellyfish Confirmed by Sources,"marriage, election, company, player, bank, society, customer, bit., poor, fact, line, available, worker, economy., set, television, must, thought., —, shocking, claims, immortal, jellyfish, surface, internet.",FAKE
R012,New Report on Technology Breakthrough,"upon, seat, gun, beautiful, theory, base., author, form, strategy, technology, thought, run, memory., power, right, man, grow, goal, machine., experts, discuss, ongoing, developments, technology, breakthrough.",REAL
R052,New Report on Education,"blue, real, agent., minute, history, person, charge, hit, least, relate., experts, discuss, ongoing, developments, education.",REAL
R123,New Report on Climate Change,"chance, mean, movie, call, tell, hotel, south., social, tough, wear, energy, organization, room., science, newspaper, eight, science, debate., experts, discuss, ongoing, developments, climate, change.",REAL
F040,Government Cover-Up Confirmed by Sources,"result, figure, computer., —, shocking, claims, government, cover-up, surface, internet.",FAKE
R160,New Report on Climate Change,"hospital, need, difficult, better., experts, discuss, ongoing, developments, climate, change.",REAL
F067,Immortal Jellyfish Confirmed by Sources,"yard, recently, else, list., control, call, act, player, investment., guy, food, special, democrat, society, woman., —, shocking, claims, immortal, jellyfish, surface, internet.",FAKE
R069,New Report on Research,"evidence, space., successful, current, since, director, suddenly., prepare, staff, approach., experts, discuss, ongoing, developments, research.",REAL
F160,Mind Control Confirmed by Sources,"order, region, seem., discussion, act, her., —, shocking, claims, mind, control, surface, internet.",FAKE
F053,Hoax Confirmed by Sources,"keep, authority, six, notice., many, help, however, certain, movement, man, until., let, every, almost, half., —, shocking, claims, hoax, surface, internet.",FAKE
R074,New Report on Education,"road, spring, including., middle, buy, positive, exactly., experts, discuss, ongoing, developments, education.",REAL
R007,New Report on Election,"trial, high, big, represent, gas, beautiful., realize, example, suffer, animal., experts, discuss, ongoing, developments, election.",REAL
R119,New Report on Climate Change,"culture, store, television, believe., experts, discuss, ongoing, developments, climate, change.",REAL
R087,New Report on Budget Report,"structure, author, mouth, performance, court, arm, develop, nor., national, defense, fine, table, budget., identify, coach, marriage, thousand, rule, back., experts, discuss, ongoing, developments, budget, report.",REAL
F145,Miracle Drug Confirmed by Sources,"know, office, six, enough, garden, popular, you., song, put, democrat, industry., challenge, show, past., —, shocking, claims, miracle, drug, surface, internet.",FAKE
R065,New Report on Budget Report,"care, yet, smile, perform, section, thank, fact., half, baby, hospital, rather, man, compare, break, might., system, last, audience, practice., experts, discuss, ongoing, developments, budget, report.",REAL
R208,New Report on Budget Report,"alone, join, though, summer, appear, white, accept, actually., behavior, represent, pull, arm, poor, design., experts, discuss, ongoing, developments, budget, report.",REAL
R048,New Report on Budget Report,"picture, describe, mouth, add, send., check, use, mrs, hundred, large, ago, player., experts, discuss, ongoing, developments, budget, report.",REAL
F076,Aliens Confirmed by Sources,"course, really, best, analysis, loss, consider, major., either, add, election, pattern, direction, keep, eight., put, wait, fire, safe, certain, prepare, account., —, shocking, claims, aliens, surface, internet.",FAKE
R019,New Report on Policy,"support, product, use, measure, plan, name, anything, simply., church, deep, different., experts, discuss, ongoing, developments, policy.",REAL
F115,Immortal Jellyfish Confirmed by Sources,"time, look, minute, stage, law., local, six, home, lot, total., way, movement, and., catch, energy, nearly, understand, skill, enter, back, ten., —, shocking, claims, immortal, jellyfish, surface, internet.",FAKE
R031,New Report on Education,"since, near, impact., appear, pattern, age, minute., experts, discuss, ongoing, developments, education.",REAL
R190,New Report on Research,"ground, recent, manager, enough, indicate., mention, even, air, example, prove, direction., really, health, kid, perhaps, model, speech, reduce., experts, discuss, ongoing, developments, research.",REAL
F057,Mind Control Confirmed by Sources,"kitchen, investment, law, various, local., data, measure, last, power., side, agent, exactly, wait, daughter, and., —, shocking, claims, mind, control, surface, internet.",FAKE
F158,Immortal Jellyfish Confirmed by Sources,"successful, hit, past, road, also, event, school., stock, artist, another, issue, including, affect, air., —, shocking, claims, immortal, jellyfish, surface, internet.",FAKE
F234,Flat Earth Confirmed by Sources,"person, manager, single., consumer, allow, even, various, per, with., sport, record, staff, card., —, shocking, claims, flat, earth, surface, internet.",FAKE
