id,filtered_words_str,features_str,label_index
F157,"week, beat, generation, nice., show, morning, box, avoid., common, political, growth., —, shocking, claims, government, cover-up, surface, internet.","(10000,[503,1175,2259,2569,3160,3935,4019,5122,5850,6332,6963,7281,7922,7936,8338,8780,9034,9813],[0.691153161953081,5.117993812416755,2.849310271098391,3.5085558999826545,4.42484663185681,3.6516567436233283,3.914021008090819,3.6516567436233283,0.691153161953081,4.42484663185681,3.8187108282864943,0.6714286566053024,4.270695952029551,0.691153161953081,0.691153161953081,5.117993812416755,2.8154087194227095,2.997730276216664])",0.0
F117,"president, get, political, time, establish, apply., week, focus, big., among, else, candidate, research, billion., catch, important, end., —, shocking, claims, hoax, surface, internet.","(10000,[503,629,1306,1392,1890,1967,2923,3931,3935,4358,4377,4959,5034,5122,5850,7281,7362,7936,7949,8157,8338,9426,9432],[0.691153161953081,5.117993812416755,5.523458920524919,5.523458920524919,5.523458920524919,4.830311739964974,4.607168188650764,3.8187108282864943,3.6516567436233283,3.8187108282864943,2.60568818844064,4.019381523748645,4.270695952029551,3.6516567436233283,0.691153161953081,0.6714286566053024,4.019381523748645,0.691153161953081,3.8187108282864943,4.019381523748645,0.691153161953081,4.270695952029551,3.914021008090819])",0.0
F173,"plan, machine, animal, card, although., —, shocking, claims, secret, cure, surface, internet.","(10000,[503,2144,3892,5850,6123,6747,6852,7281,7360,7936,8040,8338],[0.691153161953081,4.607168188650764,2.5530444549552183,0.691153161953081,4.137164559405029,2.5530444549552183,5.523458920524919,0.6714286566053024,4.019381523748645,0.691153161953081,3.577548771469606,0.691153161953081])",0.0
F024,"huge, enter, send, just., adult, keep, serious, production, protect, final, before., nice, traditional, send, man, information, pass., —, shocking, claims, aliens, surface, internet.","(10000,[72,503,650,1117,1457,1653,2198,2569,3370,4486,5523,5850,7235,7281,7435,7696,7936,8171,8190,8338,8353,9594],[3.914021008090819,0.691153161953081,2.958509563063383,4.42484663185681,5.117993812416755,4.42484663185681,4.42484663185681,3.5085558999826545,4.137164559405029,3.914021008090819,8.541391904059102,0.691153161953081,3.914021008090819,0.6714286566053024,3.8187108282864943,5.523458920524919,0.691153161953081,3.914021008090819,3.914021008090819,0.691153161953081,4.42484663185681,3.7316994512968646])",0.0
F096,"economy, writer, crime, hope, letter, at., let, foot, body, last, institution, hit., —, shocking, claims, celebrity, scandal, surface, internet.","(10000,[217,503,564,731,841,885,3243,3486,3989,4921,5850,6000,6906,7152,7281,7890,7936,8267,8338],[3.7316994512968646,0.691153161953081,4.270695952029551,4.830311739964974,4.607168188650764,5.117993812416755,4.270695952029551,2.849310271098391,4.270695952029551,2.849310271098391,0.691153161953081,4.270695952029551,4.270695952029551,5.117993812416755,0.6714286566053024,4.270695952029551,0.691153161953081,4.830311739964974,0.691153161953081])",0.0
R247,"economy, generation, several, short, movie, must., pick, three, might, whose., agent, discuss, property, reflect, miss, cup., grow, discover, analysis, enter, husband, property, such., experts, discuss, ongoing, developments, public, health.","(10000,[217,1071,1262,1296,1439,1770,2404,2733,3614,3629,3739,3924,4170,4506,4687,5016,5321,5925,6219,6383,6963,7208,7372,7435,9227,9300,9462],[3.7316994512968646,4.830311739964974,4.137164559405029,3.8187108282864943,3.5085558999826545,2.920769235080536,4.270695952029551,8.84969326371362,1.382306323906162,4.830311739964974,4.830311739964974,4.607168188650764,4.019381523748645,0.691153161953081,0.691153161953081,4.137164559405029,4.019381523748645,3.7316994512968646,3.125563647726549,5.117993812416755,3.8187108282864943,4.607168188650764,4.137164559405029,3.8187108282864943,4.42484663185681,4.830311739964974,0.691153161953081])",1.0
F226,"total, despite, tell, plant, relate, process, quickly., mrs, able, another, information, marriage., society, truth, away, police, onto, trouble., —, shocking, claims, government, cover-up, surface, internet.","(10000,[317,327,503,988,1301,1344,1850,2069,2259,3496,3737,3818,3876,4319,5850,6279,7244,7281,7936,8040,8166,8190,8338,9751,9813],[5.117993812416755,3.8187108282864943,0.691153161953081,3.914021008090819,3.7316994512968646,4.830311739964974,4.270695952029551,3.914021008090819,2.849310271098391,4.137164559405029,3.7316994512968646,5.117993812416755,4.270695952029551,3.5085558999826545,0.691153161953081,4.137164559405029,3.6516567436233283,0.6714286566053024,0.691153161953081,3.577548771469606,4.270695952029551,3.914021008090819,0.691153161953081,3.914021008090819,2.997730276216664])",0.0
F100,"young, summer, scene, republican, include., sit, series, fund., —, shocking, claims, flat, earth, surface, internet.","(10000,[503,2918,4463,4616,5844,5850,6623,6946,7281,7809,7936,8338,8403,9481,9676],[0.691153161953081,3.0385522707369192,4.607168188650764,4.137164559405029,4.270695952029551,0.691153161953081,4.607168188650764,3.6516567436233283,0.6714286566053024,4.830311739964974,0.691153161953081,0.691153161953081,4.830311739964974,4.830311739964974,3.0385522707369192])",0.0
F246,"add, chance, great, among, home, college., color, enjoy, garden, budget., —, shocking, claims, government, cover-up, surface, internet.","(10000,[346,503,750,1222,1805,2259,3365,5850,5936,7281,7362,7936,8338,9578,9813,9832,9887],[4.270695952029551,0.691153161953081,4.42484663185681,4.607168188650764,4.270695952029551,2.849310271098391,4.270695952029551,0.691153161953081,4.019381523748645,0.6714286566053024,4.019381523748645,0.691153161953081,0.691153161953081,4.830311739964974,2.997730276216664,3.914021008090819,3.914021008090819])",0.0
F183,"clearly, step, purpose, forget, always, food, pass., skill, every, officer, travel, third., job, low, close., —, shocking, claims, aliens, surface, internet.","(10000,[503,557,650,696,1558,5850,7146,7281,7936,7937,8089,8151,8171,8238,8338,8411,8653,8681,9011,9681,9968],[0.691153161953081,4.607168188650764,2.958509563063383,4.42484663185681,4.137164559405029,0.691153161953081,4.42484663185681,0.6714286566053024,0.691153161953081,5.523458920524919,4.42484663185681,4.270695952029551,3.914021008090819,4.270695952029551,0.691153161953081,3.7316994512968646,4.019381523748645,4.137164559405029,4.607168188650764,4.42484663185681,3.8187108282864943])",0.0
R063,"often, hit, still, work, head, move, rather., big, order, manager, vote., experts, discuss, ongoing, developments, policy.","(10000,[7,1064,1226,1652,1661,3048,3614,3712,4506,4687,6282,6878,6944,8252,9462,9527],[4.270695952029551,4.42484663185681,3.914021008090819,4.019381523748645,5.117993812416755,4.137164559405029,0.691153161953081,4.42484663185681,0.691153161953081,0.691153161953081,4.019381523748645,5.117993812416755,2.849310271098391,4.137164559405029,0.691153161953081,4.607168188650764])",1.0
R005,"central, charge, green., eight, road, later, article, short, personal., experts, discuss, ongoing, developments, election.","(10000,[560,1262,1702,3556,3614,4404,4506,4687,5725,6812,7016,8482,8928,9462],[4.270695952029551,4.137164559405029,3.7316994512968646,2.7826188965997183,0.691153161953081,5.523458920524919,0.691153161953081,0.691153161953081,4.019381523748645,4.270695952029551,4.607168188650764,3.577548771469606,4.270695952029551,0.691153161953081])",1.0
R084,"information, group, senior, position, speech, office., rest, unit, surface, should., well, everything, might, mouth., experts, discuss, ongoing, developments, election.","(10000,[157,320,502,1339,2708,3283,3556,3614,3924,4144,4506,4687,6335,7281,7765,7766,8190,9156,9462],[3.6516567436233283,4.019381523748645,4.830311739964974,4.019381523748645,3.914021008090819,5.523458920524919,2.7826188965997183,0.691153161953081,4.607168188650764,3.8187108282864943,0.691153161953081,0.691153161953081,4.42484663185681,0.6714286566053024,5.523458920524919,3.914021008090819,3.914021008090819,3.914021008090819,0.691153161953081])",1.0
R124,"hair, father, shoulder, agency, social., experts, discuss, ongoing, developments, education.","(10000,[765,1800,3614,4506,4687,4847,5047,6756,7664,9462],[5.117993812416755,3.8187108282864943,0.691153161953081,0.691153161953081,0.691153161953081,4.137164559405029,2.661258039595451,3.3262343431887,4.270695952029551,0.691153161953081])",1.0
R118,"bring, fear, two, system, science, green., note, first., dark, fire, seat., job, nearly, arrive, everybody, police, money, right, director., experts, discuss, ongoing, developments, research.","(10000,[557,697,1268,1790,2561,2866,3057,3363,3614,3756,3876,3996,4506,4687,4728,5191,6103,7016,7066,7391,8408,9462,9513,9909],[4.607168188650764,4.270695952029551,4.607168188650764,5.117993812416755,4.019381523748645,3.914021008090819,4.270695952029551,4.270695952029551,0.691153161953081,4.607168188650764,4.270695952029551,4.137164559405029,0.691153161953081,0.691153161953081,3.7316994512968646,4.137164559405029,4.830311739964974,4.607168188650764,2.849310271098391,4.137164559405029,4.270695952029551,0.691153161953081,3.914021008090819,4.830311739964974])",1.0
F001,"debate, party, consumer, somebody, member, country., strategy, several, structure, get, relate, standard, region., toward, reach, window, happen, drug, eat., meet, vote, become., —, shocking, claims, aliens, surface, internet.","(10000,[503,613,650,988,1379,2291,2403,2406,2967,2996,3089,3194,4704,5850,6790,7281,7860,7936,8276,8338,8386,9062,9214,9227,9426,9475,9714,9940],[0.691153161953081,3.914021008090819,2.958509563063383,3.914021008090819,3.914021008090819,4.019381523748645,4.42484663185681,4.830311739964974,4.607168188650764,3.5085558999826545,4.830311739964974,3.577548771469606,4.019381523748645,0.691153161953081,4.607168188650764,0.6714286566053024,2.997730276216664,0.691153161953081,3.914021008090819,0.691153161953081,4.830311739964974,5.523458920524919,4.270695952029551,4.42484663185681,4.270695952029551,4.137164559405029,5.117993812416755,4.137164559405029])",0.0
F007,"player, teacher, produce, foot, nature., medical, agreement, hospital, family., treat, everyone, north., —, shocking, claims, immortal, jellyfish, surface, internet.","(10000,[503,1648,2066,2802,4930,5850,6604,7281,7890,7936,8033,8268,8338,8346,8413,8708,8750,8893,9876],[0.691153161953081,3.914021008090819,2.7508701982851385,5.117993812416755,3.914021008090819,0.691153161953081,4.607168188650764,0.6714286566053024,4.270695952029551,0.691153161953081,4.830311739964974,3.7316994512968646,0.691153161953081,5.117993812416755,4.270695952029551,4.270695952029551,4.42484663185681,4.019381523748645,2.7508701982851385])",0.0
F046,"responsibility, science, head., wind, program, cold, major., inside, woman, small, national, politics, girl, get., —, shocking, claims, mind, control, surface, internet.","(10000,[222,503,573,1029,1208,2147,2558,3184,3363,3502,3593,3920,4563,5850,5887,7281,7910,7936,8338,9066,9829],[4.137164559405029,0.691153161953081,5.117993812416755,3.914021008090819,2.7826188965997183,4.830311739964974,4.270695952029551,2.920769235080536,4.270695952029551,4.019381523748645,5.523458920524919,4.019381523748645,4.42484663185681,0.691153161953081,4.137164559405029,0.6714286566053024,4.137164559405029,0.691153161953081,0.691153161953081,3.914021008090819,4.830311739964974])",0.0
R103,"shake, election, way, drop, condition, new, wife., chair, daughter, everything, animal., experts, discuss, ongoing, developments, research.","(10000,[132,585,681,2180,3614,4506,4687,5328,5399,7066,7623,7721,8577,9156,9391,9462],[3.8187108282864943,3.7316994512968646,4.607168188650764,4.42484663185681,0.691153161953081,0.691153161953081,0.691153161953081,3.6516567436233283,4.607168188650764,2.849310271098391,4.137164559405029,4.137164559405029,4.270695952029551,3.914021008090819,3.914021008090819,0.691153161953081])",1.0
R037,"move, treat, teacher, one., energy, better, article, energy, director, tough., send, friend, actually, open, course, light, edge., simple, enjoy, leader, able, cut, nor., experts, discuss, ongoing, developments, budget, report.","(10000,[488,1206,1526,1702,1720,1805,1853,2466,2543,2913,3496,3614,3652,4506,4687,4991,5432,5523,5783,6282,6447,7036,8307,8439,8708,8750,8859,9462],[3.7316994512968646,4.019381523748645,4.830311739964974,3.7316994512968646,4.137164559405029,4.270695952029551,4.42484663185681,5.117993812416755,3.8187108282864943,3.383392757028649,4.137164559405029,0.691153161953081,4.019381523748645,0.691153161953081,0.691153161953081,2.6330871626287546,2.6902455764687034,4.270695952029551,4.137164559405029,4.019381523748645,4.137164559405029,5.117993812416755,8.274329118810059,4.830311739964974,4.270695952029551,4.42484663185681,4.830311739964974,0.691153161953081])",1.0
F193,"improve, industry, general, describe, wind., —, shocking, claims, secret, cure, surface, internet.","(10000,[503,1978,2408,3010,3892,5465,5850,6747,7085,7281,7936,8338],[0.691153161953081,4.830311739964974,4.42484663185681,4.137164559405029,2.5530444549552183,3.8187108282864943,0.691153161953081,2.5530444549552183,4.270695952029551,0.6714286566053024,0.691153161953081,0.691153161953081])",0.0
R166,"side, law, little, thought., camera, newspaper, wind, performance, continue, could., land, strong, eat, would., experts, discuss, ongoing, developments, election.","(10000,[743,1410,1590,1650,2558,3238,3556,3614,3979,4461,4506,4687,6355,7148,7276,7876,9351,9462,9781],[3.914021008090819,5.523458920524919,3.914021008090819,4.137164559405029,4.270695952029551,3.914021008090819,2.7826188965997183,0.691153161953081,4.019381523748645,4.607168188650764,0.691153161953081,0.691153161953081,4.137164559405029,4.270695952029551,4.42484663185681,5.523458920524919,4.270695952029551,0.691153161953081,4.019381523748645])",1.0
F017,"thought, image, scientist, upon, land, poor., protect, although, whether, modern., station, stand, hand, low, live, expect, address., already, political, western, draw, late, never., —, shocking, claims, immortal, jellyfish, surface, internet.","(10000,[55,78,493,503,524,594,1259,2066,2613,3079,3406,3423,3691,3935,5303,5850,6226,6735,6886,7040,7148,7235,7281,7779,7936,8167,8338,8411,8415,9876],[3.8187108282864943,5.523458920524919,4.137164559405029,0.691153161953081,3.577548771469606,4.137164559405029,3.6516567436233283,2.7508701982851385,4.830311739964974,3.5085558999826545,4.137164559405029,4.019381523748645,4.137164559405029,3.6516567436233283,3.914021008090819,0.691153161953081,4.270695952029551,4.270695952029551,4.137164559405029,5.523458920524919,4.270695952029551,3.914021008090819,0.6714286566053024,4.019381523748645,0.691153161953081,4.137164559405029,0.691153161953081,3.7316994512968646,4.270695952029551,2.7508701982851385])",0.0
R008,"economic, alone, figure, animal, address., speech, everybody, image, lose., central, financial, response, individual, surface, any., experts, discuss, ongoing, developments, economic, growth.","(10000,[502,1259,2445,2492,2561,3614,4110,4506,4687,5017,5303,5547,7281,7360,7407,8614,8928,9034,9144,9462],[4.830311739964974,3.6516567436233283,4.137164559405029,3.7316994512968646,4.019381523748645,0.691153161953081,4.607168188650764,0.691153161953081,0.691153161953081,5.523458920524919,3.914021008090819,5.523458920524919,0.6714286566053024,4.019381523748645,3.7316994512968646,4.019381523748645,4.270695952029551,2.8154087194227095,5.565237793199437,0.691153161953081])",1.0
F071,"get, staff, direction, many, firm, great., table, special, interest, until., —, shocking, claims, celebrity, scandal, surface, internet.","(10000,[70,503,1055,3486,3931,4430,4921,5188,5850,6224,6591,7281,7936,8338,8554,8894,9426],[3.8187108282864943,0.691153161953081,3.7316994512968646,2.849310271098391,3.8187108282864943,5.117993812416755,2.849310271098391,4.42484663185681,0.691153161953081,4.019381523748645,5.523458920524919,0.6714286566053024,0.691153161953081,0.691153161953081,4.270695952029551,4.019381523748645,4.270695952029551])",0.0
F028,"reason, think, heart, town, seek, data, teach., kind, future, lay, couple., probably., —, shocking, claims, mind, control, surface, internet.","(10000,[171,503,708,1208,1695,2335,2944,3184,4475,4715,5415,5459,5850,6044,6488,7281,7936,8338,9808],[4.270695952029551,0.691153161953081,5.523458920524919,2.7826188965997183,4.270695952029551,3.6516567436233283,4.137164559405029,2.920769235080536,4.270695952029551,4.830311739964974,5.523458920524919,5.117993812416755,0.691153161953081,4.42484663185681,4.42484663185681,0.6714286566053024,0.691153161953081,0.691153161953081,3.7316994512968646])",0.0
F227,"institution, far, thought, popular, professor., behind, way, continue, simple, international, role., defense, lawyer, physical, recognize, indeed., condition, smile, song, win, inside., —, shocking, claims, immortal, jellyfish, surface, internet.","(10000,[55,188,503,743,1996,2066,2398,2713,2913,3180,3243,3543,4158,4346,5328,5465,5850,6148,7281,7350,7936,8171,8338,8649,9021,9391,9876,9974],[3.8187108282864943,4.42484663185681,0.691153161953081,3.914021008090819,5.523458920524919,2.7508701982851385,4.137164559405029,4.137164559405029,3.383392757028649,5.523458920524919,4.270695952029551,3.914021008090819,4.137164559405029,4.137164559405029,3.6516567436233283,3.8187108282864943,0.691153161953081,4.270695952029551,0.6714286566053024,4.019381523748645,0.691153161953081,3.914021008090819,0.691153161953081,4.019381523748645,4.019381523748645,3.914021008090819,2.7508701982851385,5.117993812416755])",0.0
R200,"resource, international, week, option., experts, discuss, ongoing, developments, public, health.","(10000,[188,1670,1770,3614,4506,4687,5122,6219,8569,9462],[4.42484663185681,4.270695952029551,2.920769235080536,0.691153161953081,0.691153161953081,0.691153161953081,3.6516567436233283,3.125563647726549,5.117993812416755,0.691153161953081])",1.0
R225,"conference, follow, enter, officer, next, body, fund, draw., debate, near, inside, manager., class, foreign, second, series., experts, discuss, ongoing, developments, climate, change.","(10000,[696,821,841,2059,3614,3759,4007,4506,4638,4687,5657,5974,6206,7161,7435,8273,8276,8667,9066,9256,9367,9462],[4.42484663185681,2.849310271098391,4.607168188650764,2.661258039595451,0.691153161953081,4.607168188650764,4.607168188650764,0.691153161953081,3.5085558999826545,0.691153161953081,4.42484663185681,4.137164559405029,4.019381523748645,5.117993812416755,3.8187108282864943,4.42484663185681,3.914021008090819,5.117993812416755,3.914021008090819,4.830311739964974,4.607168188650764,0.691153161953081])",1.0
R062,"say, court, shoulder, six, federal, possible, that., student, lay, head, performance, note, argue, media, hotel., success, plant, paper, weight, simply., experts, discuss, ongoing, developments, budget, report.","(10000,[633,816,1064,1209,3536,3614,3730,4475,4506,4568,4687,4991,5169,5401,5432,5862,6100,6508,6756,7244,8004,8690,9351,9462,9828,9909],[4.270695952029551,4.830311739964974,4.42484663185681,5.117993812416755,4.137164559405029,0.691153161953081,4.019381523748645,4.270695952029551,0.691153161953081,4.270695952029551,0.691153161953081,2.6330871626287546,5.117993812416755,3.8187108282864943,2.6902455764687034,4.137164559405029,4.137164559405029,5.117993812416755,3.3262343431887,3.6516567436233283,4.42484663185681,3.8187108282864943,4.270695952029551,0.691153161953081,3.8187108282864943,4.830311739964974])",1.0
F033,"political, main, country, ability, ok, time, environment., near, protect, challenge, organization., business, pm, hot, foreign., —, shocking, claims, hoax, surface, internet.","(10000,[503,1637,2645,3681,3822,3935,4377,5089,5374,5850,5935,5974,7026,7235,7281,7870,7936,8157,8270,8338,9693],[0.691153161953081,4.607168188650764,4.137164559405029,3.914021008090819,4.830311739964974,3.6516567436233283,2.60568818844064,3.914021008090819,4.830311739964974,0.691153161953081,3.914021008090819,4.137164559405029,3.914021008090819,3.914021008090819,0.6714286566053024,4.270695952029551,0.691153161953081,4.019381523748645,4.830311739964974,0.691153161953081,4.270695952029551])",0.0
